Channel Name,Channel Link,Subscribers,Average Daily Views
"여의사의 산부인과 이야기.","https://vling.net/channel/UC-jDMqzWRJj16_HHyi4OX1Q","153000","7705"
"비핏Bfit","https://vling.net/channel/UCUXlYdszhFOnKev2fdqZ7iA","35800","107621"
"뇌가 편안해지는 시간","https://vling.net/channel/UC28xZyNPM9109MTC-QZ9etA","11800","3155"
"지혜백세","https://vling.net/channel/UCi3H9NCIKQ4IzcLBTGyD_1w","61500","18484"
"나헌식TV","https://vling.net/channel/UCBfF9OOAAc-Vxv48qno9Tpg","16200","31841"
"볼매의사@닥터 히포크라타","https://vling.net/channel/UCyR65hQEudqUWENG5yNgTGw","49900","759"
"시니어라디오TV","https://vling.net/channel/UCwa7pdbWG2PdpT6jqZc_fKw","47200","12239"
"야생화의신비 Wildflower Mystery","https://vling.net/channel/UCF9Ks4KdgTwnA6MuLboQESQ","22800","208"
"고마온TV 건강자립","https://vling.net/channel/UCsRT6RCiTNrBvsJ_rJgJkYQ","38700","3982"
"카니비비안 carni_vivien","https://vling.net/channel/UCR8J54wOMKVKfuLIECaBFGQ","12000","3373"
"Dental Bean","https://vling.net/channel/UCXX2GqXsMEXnFRSxewFcGOA","90300","4711"
"유경쌤의 미소학개론","https://vling.net/channel/UCl1wbnBjMxh0Zw38FnAS7ng","37500","5971"
"Relax Gently","https://vling.net/channel/UCHLxiySp_bOSL0TsUcPV0Iw","180000","15098"
"연세재활운동센터","https://vling.net/channel/UCdThhoXBOMyTLbaKz-tFgSQ","18500","2170"
"아는성님","https://vling.net/channel/UCU4Y6hJ3GaAu0BBE4z8maRA","22500","288"
"[ATOMY KOREA Official]애터미 공식 제품 채널","https://vling.net/channel/UCHwi1XQ7a0hWJ7RoDn9MAjQ","13900","1690"
"백세지혜연구소","https://vling.net/channel/UCWQcdyZjvns8Lg2WerORUQQ","18900","84"
"시니어건강회관2","https://vling.net/channel/UC34-Orqw21kiUkwR-v3scaw","12000","3019"
"남녀의학연구소","https://vling.net/channel/UC9Bb-XcWooi5yVCng46xaZg","10000","5977"
"힐링루미나 Healing Lumina","https://vling.net/channel/UCY-OANuBvks2lBMgAfZgh6g","39000","23306"
"상쾌한의사 김성찬 ","https://vling.net/channel/UC9bhIPpJZFJhMh7e7BP7l9w","28400","10970"
"선잘의 FM 라디오","https://vling.net/channel/UCnBGIDINHIxmvjA-14cmMwg","166000","88"
"명탐정 쿠키","https://vling.net/channel/UC7KNZD0DkgDtAnZm0KCdhZQ","58400","8069"
"우리 아이 마음 해결사, 우아해","https://vling.net/channel/UCc2258li2l4AUN25pIxXFTQ","19000","3404"
"DR.유미의 성(性)세포들","https://vling.net/channel/UCJkmwh-4kFkhxT_fNEGkhnw","51300","15552"
"매력적인 노년 이야기","https://vling.net/channel/UCRf1axswcRFRbFtpR1LqdkA","19100","457"
"무강이","https://vling.net/channel/UCaMWoM36v8pKgVmyVn8W-1A","229000","324"
"행복한기다림 미희TV","https://vling.net/channel/UCBfQfFkKkMCYjJ4aj0FqI8A","18000","5398"
"내귀에닥터","https://vling.net/channel/UCVYrNBxy9BiRseD5EtZGTng","25800","3976"
"엠디TV [20년 Only 가슴성형]","https://vling.net/channel/UCEKTF51I3UiM19UetQqLxMQ","15900","2116"
"일타치의 임종우","https://vling.net/channel/UC65gC-98pIZzVtdHXI1zx7g","17300","2835"
"양악김선생","https://vling.net/channel/UCO3XpA23Aiw2sNXO0BPisLQ","11700","3515"
"통증안녕 기승전운동","https://vling.net/channel/UCpbJgWQKayHVUJMxDbV5o-g","81300","435"
"체질닥터ㅣ8체질ㆍ추나요법 ASMR","https://vling.net/channel/UCtSDStpQsON-35lDKPl6hpw","77900","2265"
"힐링트리뮤직Healing Tree Music","https://vling.net/channel/UCP9coB9wlpJkqMHj8lXI5aw","130000","9839"
"튼튼백서","https://vling.net/channel/UCo0zgbbB9S00lvRUCQDFxyQ","68000","30429"
"HBS약초방송","https://vling.net/channel/UCdRcubzVjtptKPG6nJ773wA","395000","19188"
"KBS 생로병사의 비밀","https://vling.net/channel/UCiV4_cGVt-t-j6jMQ7RCrXw","845000","162339"
"플러스S맨","https://vling.net/channel/UCV9B-O-WMMBqA1LVKnonROA","10200","1737"
"난임닥터 비커밍","https://vling.net/channel/UCmVQQ7fvBU7gmLhC4a3oaNQ","26200","4830"
"카니비비안 carni_vivien","https://vling.net/channel/UCR8J54wOMKVKfuLIECaBFGQ","12000","3373"
"시니어 닥터 톡스","https://vling.net/channel/UC4S5_P35PS22tT4CLVohSfw","19100","1695"
"뇌똑똑TV","https://vling.net/channel/UCQ7-HAZFih8Xi-iFiBL_0hg","20200","1025"
"안과 전문의 조성원","https://vling.net/channel/UC_xOayxX27Zbrqhh3h5-uuw","22700","5002"
"대교 뉴이프Plus / 뉴플 / Daekyo Newif Plus","https://vling.net/channel/UCrxsM1BYjOkGvBl_ic40uLQ","50200","51667"
"어떤약사","https://vling.net/channel/UCpY0_3SqKzxttWPaptnkBfQ","91700","32133"
"힘찬병원","https://vling.net/channel/UCyqvSbrRyaRq1TuRlwVXrzw","119000","52228"
"나다운 Wellness","https://vling.net/channel/UCZdgP1qedWzdm0ybhIz14Fw","44400","166"
"고쳐줘 NOW","https://vling.net/channel/UCGyYH219gPS8hXJmaaZ0DeA","213000","2060"
"차병원 CHA Medical Center","https://vling.net/channel/UCHDoVNV6NkgjuiCyLIMmdqQ","49000","10235"
"대찬병원","https://vling.net/channel/UC8RE8q5jZfXUTw39dot8Sug","27900","2492"
"미소담한의학의 담적병","https://vling.net/channel/UCTLeIrdxl5-_pfV67kpvF3A","13400","1190"
"건강을 읽어드려요","https://vling.net/channel/UCXOgEhSgaJEVv9U5QMEjF8Q","35100","30"
"Dental Bean","https://vling.net/channel/UCXX2GqXsMEXnFRSxewFcGOA","90300","4711"
"유경쌤의 미소학개론","https://vling.net/channel/UCl1wbnBjMxh0Zw38FnAS7ng","37500","5971"
"톡투건강TV","https://vling.net/channel/UCVC21HvJs4W6FclmYr7pFGw","119000","8938"
"Basant","https://vling.net/channel/UCg_s4nYsikIr2X-f3T8JF7g","13200","12707"
"야생화의신비 Wildflower Mystery","https://vling.net/channel/UCF9Ks4KdgTwnA6MuLboQESQ","22800","208"
"디지털 정원장","https://vling.net/channel/UCzoL9iedyHYxsE8mcliAH4g","37000","9229"
"수와진💗안상진TV","https://vling.net/channel/UCDrG6kIO-NiN80sQM8F9roQ","25800","15452"
"내친구 씽씽이","https://vling.net/channel/UC_Z8oaHxlxb95uVofCvg9NQ","19400","8202"
"매력적인 노년 이야기","https://vling.net/channel/UCRf1axswcRFRbFtpR1LqdkA","19100","457"
"일타치의 임종우","https://vling.net/channel/UC65gC-98pIZzVtdHXI1zx7g","17300","2835"
"의사친[의사사람친구]","https://vling.net/channel/UC8EMF6H5YOCk-BdNEuYnkbA","244000","82670"
"효초TV","https://vling.net/channel/UCOoLHHnlDOU9yAPs2dcYNVA","514000","48171"
"비정상토크","https://vling.net/channel/UC7PnJvFZMMzzlA_H8f8sE6w","42600","25020"
"Isla Rune Pilates","https://vling.net/channel/UC1ll_4DblySYDARZcbOt3xg","452000","370959"
"내귀에닥터","https://vling.net/channel/UCVYrNBxy9BiRseD5EtZGTng","25800","3976"
"Dr. Lee Min Soo","https://vling.net/channel/UCIPLKPZ1wUNiU2h3zc4iYSw","28300","46595"
"이웃집닥터","https://vling.net/channel/UCuikDblzbJZK2zkC1EDTKgQ","94100","10663"
"지혜호수","https://vling.net/channel/UC0bQR4Ad60pOmNYL8tSX0BA","181000","2561"
"시니어라디오TV","https://vling.net/channel/UCwa7pdbWG2PdpT6jqZc_fKw","47200","12239"
"모티브성형외과","https://vling.net/channel/UCXxA2tZh_noY5OwfruPt5sA","10900","1300"
"민티런 MintyRun","https://vling.net/channel/UCmafuqR6Iya-c0CPMOgApYA","28700","2045"
"이대영의 새길TV [척추·관절]","https://vling.net/channel/UCb9w7aVmVpPCS-S2Y6Zf7AA","59800","142029"
"두발로병원","https://vling.net/channel/UC3gt-EL1djoai8qhtQVbqWA","23800","6490"
"앙광희","https://vling.net/channel/UCmp6jXENvNH-KUgRHNe-H0A","77200","747"
"프리미티브의 전래식단 이야기","https://vling.net/channel/UCqaSH5Js_s80nIY3P_wqCcg","32000","1052"
"DR.유미의 성(性)세포들","https://vling.net/channel/UCJkmwh-4kFkhxT_fNEGkhnw","51300","15552"
"우리 아이 마음 해결사, 우아해","https://vling.net/channel/UCc2258li2l4AUN25pIxXFTQ","19000","3404"
"양악김선생","https://vling.net/channel/UCO3XpA23Aiw2sNXO0BPisLQ","11700","3515"
"통증안녕 기승전운동","https://vling.net/channel/UCpbJgWQKayHVUJMxDbV5o-g","81300","435"
"체질닥터ㅣ8체질ㆍ추나요법 ASMR","https://vling.net/channel/UCtSDStpQsON-35lDKPl6hpw","77900","2265"
"힐링트리뮤직Healing Tree Music","https://vling.net/channel/UCP9coB9wlpJkqMHj8lXI5aw","130000","9839"
"삼보리 명상원","https://vling.net/channel/UCrpGdXuJtGZqI8reS52iIZg","18300","1450"
"안과 전문의 조성원","https://vling.net/channel/UC_xOayxX27Zbrqhh3h5-uuw","22700","5002"
"Likesweetmango - Beautiful & Powerful Life","https://vling.net/channel/UC4Z0SLdvRc7s6oVO0ZpuQgw","86800","1788"
"시니어 지혜","https://vling.net/channel/UCZbGKOabnuCDGgfNlKqxm0g","17000","14177"
"에스더기도운동","https://vling.net/channel/UC-SsCweblwxALNIMkoHCiPQ","235000","37144"
"다이어트하는 사람들","https://vling.net/channel/UCq4et6CG5dmP8f0xKJDYQ3g","113000","20411"
"류영석TV","https://vling.net/channel/UCtqzRZGIxJ3vFYcwMCl7HWQ","55600","1863"
"든든라디오","https://vling.net/channel/UC6dzCW8IGCSpRRP9lpBn_Ag","36000","3747"
"김훈하의 열방상담소","https://vling.net/channel/UCyBpgOlxyqZtb9Rxe6fAjJw","31300","7066"
"긍정닥터","https://vling.net/channel/UC-BXTTBjj5j5G_hIjEMyLEQ","77700","1561"
"우리동네 난임전문의이재호","https://vling.net/channel/UC2-LIM5Zz7_wKT4Q2Iu8GTA","49200","12922"
"수와진TV ","https://vling.net/channel/UC1nOUSU9iFgJ4vNHoS_spOQ","138000","3716"
"닥터까막눈","https://vling.net/channel/UC-NkfwYT0xOj0HFPctiRvtw","12600","235"
"권도수","https://vling.net/channel/UC2kre6C4AHnLxiHhRlMKx6g","77900","2866"
"건기남TV","https://vling.net/channel/UCzqCV-5wGCu9jyJj1qJ_CHw","115000","167834"
"가정사건파일","https://vling.net/channel/UCctSb7vzR2Vbo1ZTlVPT_jw","11500","2158"
"나다운 Wellness","https://vling.net/channel/UCZdgP1qedWzdm0ybhIz14Fw","44400","166"
"고쳐줘 NOW","https://vling.net/channel/UCGyYH219gPS8hXJmaaZ0DeA","213000","2060"
"차병원 CHA Medical Center","https://vling.net/channel/UCHDoVNV6NkgjuiCyLIMmdqQ","49000","10235"
"대찬병원","https://vling.net/channel/UC8RE8q5jZfXUTw39dot8Sug","27900","2492"
"미소담한의학의 담적병","https://vling.net/channel/UCTLeIrdxl5-_pfV67kpvF3A","13400","1190"
"건강을 읽어드려요","https://vling.net/channel/UCXOgEhSgaJEVv9U5QMEjF8Q","35100","30"
"이성미의 나는 꼰대다","https://vling.net/channel/UC4_CjZORO_saInjqd74Y7Sw","105000","24556"
"꿀서린","https://vling.net/channel/UC-YGAXCJEwNcTiEQahOQjVg","14500","54"
"간들간들","https://vling.net/channel/UCHB_MKGzSK_NsfIDnErUJDw","16400","1100"
"디지털 정원장","https://vling.net/channel/UCzoL9iedyHYxsE8mcliAH4g","37000","9229"
"Basant","https://vling.net/channel/UCg_s4nYsikIr2X-f3T8JF7g","13200","12707"
"안경고수 최병무","https://vling.net/channel/UCVACuI_hASpxT4KwQ98Vtdg","117000","5862"
"청아TV-아토피를 이겨낸 한의사 임은교","https://vling.net/channel/UCVkDsPSpnIeMoYuUZ_Gjw_w","10600","7130"
"캔서프리월드(암없는세상)","https://vling.net/channel/UCTNRWtirVs4VcB4W5xyzITA","39300","6864"
"Dr. 배의 진료실","https://vling.net/channel/UCTZpc7F_5WBQlrUMK4DX7ug","21500","519"
"하이안과TV-안질환 연구소","https://vling.net/channel/UCTjIyCaFYg3Mw35Am0v0JHA","20700","46334"
"두발로병원","https://vling.net/channel/UC3gt-EL1djoai8qhtQVbqWA","23800","6490"
"프리미티브의 전래식단 이야기","https://vling.net/channel/UCqaSH5Js_s80nIY3P_wqCcg","32000","1052"
"앙광희","https://vling.net/channel/UCmp6jXENvNH-KUgRHNe-H0A","77200","747"
"지식밥상","https://vling.net/channel/UCUjimmVTQo9sPl8mL5Y15dg","14800","25"
"코루쇼","https://vling.net/channel/UCLOxiP0uHdpnJx3Orxc2R5A","11000","509"
"닥터프렌즈","https://vling.net/channel/UCVfLNEch9YxD4tX1L-crkMQ","1420000","108134"
"브레이너 제이의 숙면 여행","https://vling.net/channel/UC5jSCU8FpKGr8P5Z-p-70lw","796000","64921"
"지혜담기","https://vling.net/channel/UC-jNukedHn0eyNPu1ACF49A","14800","1166"
"예서니까","https://vling.net/channel/UCgIjEp8G3-NVlboQuydlRvg","16700","2322"
"요가소년","https://vling.net/channel/UCkTRKCuFrRiXQm_gMG1uDvg","506000","15127"
"진약사톡","https://vling.net/channel/UCxA3KmxmYj6arNJJ4N8mJpA","393000","22658"
"동아제약 OFFICIAL","https://vling.net/channel/UCCMDP4zxreqQ3v5BAYK6KRg","42000","1399586"
"자연드림","https://vling.net/channel/UCAcSJWSGz_oeIdKFNn8tI2g","18300","639"
"유어리아 your ria","https://vling.net/channel/UC9KoN-Yb1swVddjsezLegxA","15000","186"
"이복자챔피언 ","https://vling.net/channel/UCMvUCXTPcPEa7mf82Nt02WQ","16200","636"
"[대한결핵 및 호흡기학회] 건강한 숨, 행복한 삶","https://vling.net/channel/UCNEe0b1NWaZeYXyg238v0lg","16600","935"
"오체안 TV","https://vling.net/channel/UC_2YuQN8sl7yFBj9BN-BVYQ","12700","6486"
"궁금햄","https://vling.net/channel/UC2cWSW3BEEnXunyYXURH2jA","20700","13765"
"올라운더 장박사 ","https://vling.net/channel/UCEu0i8clLZcIIREJTa3HfEA","70100","12293"
"뮤직힐링테라피 MJ MUSIC HEALING THERAPY","https://vling.net/channel/UCFenHjfqkwDFalw73fHvjww","254000","1277"
"김춘식의 시니어라디오","https://vling.net/channel/UCja6IeCP44IBnTkgx5xSovA","12700","187"
"실버건강TV","https://vling.net/channel/UCuI--bHbfz94ohBQhCzwhDQ","16800","1862"
"건강지식TV","https://vling.net/channel/UCzDs6GlAZsYlGbd_OUBdjmA","165000","10441"
"의사딸약사아빠","https://vling.net/channel/UCsZOzy-7j0uCb2ollAyDdSg","18300","7601"
"응꼬형","https://vling.net/channel/UCziD567hCcs0adzB1uaeGUw","25100","3455"
"Inner Healing Music","https://vling.net/channel/UCEoZf-AWt-L9m3pPEK6ywzA","14000","32"
"바둑퀸","https://vling.net/channel/UCHDOgUy_a26vyO7jaGn7XmQ","22100","3269"
"매일매일 두뇌퀴즈","https://vling.net/channel/UCeuJyafhKHKe905pU0T1P1g","21700","4761"
"민쓰운초 Min's","https://vling.net/channel/UCKO29oHODNoM9uAtjk4VlTg","422000","3129"
"테리기자가 만난 베스트닥터","https://vling.net/channel/UC9UIlMm5Yk-ZDJIdTzoVYvg","14300","488"
"조선일보 의학·건강","https://vling.net/channel/UCXg2PYJwE1cfhzxxei0DGmw","112000","19632"
"퀴즈백화점","https://vling.net/channel/UCVV33htEnK3wdDLo8nmnLVA","27100","524"
"삐약이 퀴즈 / Chick Check Quiz","https://vling.net/channel/UCp96LDaTTajrILzaOA0wO2w","14800","493"
"인생과행복스토리","https://vling.net/channel/UCGSsNs2drBT-rXjsT9Qf2ow","57800","394"
"권의시선 : 치과의사 권낙현","https://vling.net/channel/UCdRgh9GCeMs8Bo86QMSuiuA","11900","2975"
"해부학적운동","https://vling.net/channel/UCTWX1gbz0zKIAdpWaBDudVw","11700","242"
"줌마Hip","https://vling.net/channel/UCvETlb8vZ6c79ehLctLJIbg","15000","1230"
"하루백서","https://vling.net/channel/UCGRj74lcFcXF5V_NreIe8mA","10700","211"
"천의마신 I Dr Glacier I 마취통증의학과 교수","https://vling.net/channel/UC9E5K_nlzKfdNqXpEI9ktpg","12500","464"
"백년청춘","https://vling.net/channel/UCUCodQGkYPqph8AS40uy5pA","31200","50"
"사랑과 생명","https://vling.net/channel/UC21OCqYEvXVbYf_n0pwlatQ","43000","465"
"닥터힐러 최준하","https://vling.net/channel/UCMc61QsqMMWWajw7m9kZtFg","21500","19161"
"minimalize scars Korean -lumpdoctor이사부","https://vling.net/channel/UCFQtb7VzPKnRisKxAqO1wjw","132000","17857"
"정신건강의 숲 TV","https://vling.net/channel/UCsy_6x53CNBqdB3hMl9i_FQ","13500","725"
"심밧드","https://vling.net/channel/UClyYfaJWHdCcZyg7fKFui-A","18200","4291"
"노후지혜","https://vling.net/channel/UCBvHgAwju2EvQnFl12NlVkg","29500","1062"
"건강생활","https://vling.net/channel/UCeae_8zNL3z0iDOZyIpAskA","234000","27683"
"Time Medic (타임메딕)","https://vling.net/channel/UCYqdIlpFlB6uh_cpIYgo85g","37400","81"
"비만탈출 연구소 - 다이어트 가이드","https://vling.net/channel/UCCkj5yY_oT24IXyBtkMUKUA","319000","7883"
"시니어 활력소","https://vling.net/channel/UC9v4OXZQEabcGzqfImbITpA","16000","60"
"피지컬프로 Physical Pro","https://vling.net/channel/UC64f2yVYQsU1eILFcf65e7g","30300","2622"
"이명난청완치학교","https://vling.net/channel/UCY1mmvLNfLy_q_zBZ7IRsCQ","54800","8967"
"3분 건강 - 보약 같은 음식 소개","https://vling.net/channel/UCj_0hHY38sHNi_AN56UYm8A","12000","557"
"백세지혜 라디오","https://vling.net/channel/UCL6Zzbr4z7o--eGUuFTWgJg","19300","181"
"노후구조대","https://vling.net/channel/UComLZm2S10ZrzVbJahBnXqQ","23100","662"
"하늘마을 힐링센터 TV","https://vling.net/channel/UCAjG6hYW3bTQIhNMXRZrrUg","238000","5650"
"피카토 Phycato","https://vling.net/channel/UCBaf_e26fqirvbTAX2H40Hg","396000","7187"
"책읽는 헬레네","https://vling.net/channel/UCt05Ox0ZndGh3rrDaNMx7RA","27100","278"
"금단미인 GOLDBEAUTY","https://vling.net/channel/UC1JRg1-V2hKxEVzGV5_yrag","653000","12575"
"디어다빈_영양사의 다이어트","https://vling.net/channel/UC0NazDJj6HZnqXR9x9HiXEg","55700","8592"
"크고싶은다람쥐","https://vling.net/channel/UCxa00N4-xMuNZqPbTfnwYww","10400","606"
"닥터 코뿔소 Dr. Rhino","https://vling.net/channel/UC92kH-aQbWRSLW2fhYwlSEg","39900","9577"
"스튜디오 상상인","https://vling.net/channel/UCEqaIYcv-1ES142qB8-xAjw","215000","63179"
"건강산책","https://vling.net/channel/UCfYcEPkXbrH7U5UhIA6YPmg","53500","3044"
"흥따Heungdda","https://vling.net/channel/UCbuNfuYVnPIRIce8VEzntGw","85400","2277"
"소년간호사","https://vling.net/channel/UCMbbDgoXKietxiTP16_3lFg","54600","2646"
"비뇨의학 TV- 이웅희","https://vling.net/channel/UCGFMlJcTiThlU379QG1nTJQ","36300","2839"
"닥터쓰리 - 한미일의사의 쉬운 의학","https://vling.net/channel/UCkpAw1Z13syiCKj_igxK_xA","432000","48167"
"메디신","https://vling.net/channel/UCrZcOEeiGy9aNKTQubd0uxg","10600","3786"
"Lotus Relaxing Music","https://vling.net/channel/UCSKZIx1DcvALon4jHTCxblA","13900","1061"
"허준할매건강TV","https://vling.net/channel/UCkYODaB_KpINXDiZSkJoI9A","648000","2636"
"LJ비뇨기과_장수연 의학박사 확대, 조루 중점","https://vling.net/channel/UCfkXtllwgHldHAvoqe4BLSA","78400","954"
"교정과 전문의 오소리TV","https://vling.net/channel/UCYCrDtDHcwQgMQs_awg56aw","17400","941"
"디에이성형외과 D.A Plastic Surgery Korea","https://vling.net/channel/UC0wlA-w5JIt0G0EeWQf65AQ","41100","10385"
"지혜달빛","https://vling.net/channel/UCgfv-2OQwlBbTk1utIzXNjw","71100","445"
"백년청춘","https://vling.net/channel/UCUCodQGkYPqph8AS40uy5pA","31200","50"
"소년간호사","https://vling.net/channel/UCMbbDgoXKietxiTP16_3lFg","54600","2646"
"하루백서","https://vling.net/channel/UCGRj74lcFcXF5V_NreIe8mA","10700","211"
"천의마신 I Dr Glacier I 마취통증의학과 교수","https://vling.net/channel/UC9E5K_nlzKfdNqXpEI9ktpg","12500","464"
"건강산책","https://vling.net/channel/UCfYcEPkXbrH7U5UhIA6YPmg","53500","3044"
"노후지혜","https://vling.net/channel/UCBvHgAwju2EvQnFl12NlVkg","29500","1062"
"즐거운 노년 생활","https://vling.net/channel/UCZNcfiTmdzge15Fxd4CLXKw","23700","2154"
"스튜디오 상상인","https://vling.net/channel/UCEqaIYcv-1ES142qB8-xAjw","215000","63179"
"비뇨의학 TV- 이웅희","https://vling.net/channel/UCGFMlJcTiThlU379QG1nTJQ","36300","2839"
"다까는 안까 [강남브랜드안과]","https://vling.net/channel/UCzF54hfpyHnOppq386t9njw","56700","33086"
"행복한꽃현아다육 Korean succulent plants","https://vling.net/channel/UCqC7PBcsyC1RjWYghkZLOZQ","24600","11271"
"이은아의 치매를 부탁해","https://vling.net/channel/UCL80zgXZuKgOt54-KUWeSqw","79700","6717"
"오엘디 티비 - O,LD! TV","https://vling.net/channel/UCgay59pIcwhCHVprFjxXqfA","16400","198"
"닥터고의 쓰리고TV","https://vling.net/channel/UCvpo0SeWU4WHYr4fnGXS__A","44000","5218"
"통찰의학 돈건통","https://vling.net/channel/UCQFbawnpUomGlls8SUq7uCg","186000","1438"
"암정복TV","https://vling.net/channel/UCydZ0hPnUI0n9tCFa3kJXnw","66700","21571"
"하루플란트치과","https://vling.net/channel/UCifZbsAK7qRZZI11PLAaQ0g","35300","523"
"지혜담기","https://vling.net/channel/UC-jNukedHn0eyNPu1ACF49A","14800","1166"
"Dr.인수 팩트클리닉","https://vling.net/channel/UCgCBlyYP7tnQoFp4gjJvydw","13200","2670"
"머라클 MURACLE","https://vling.net/channel/UCfmYdGYK5yZkXehmxKsaLRw","42300","6862"
"[대한결핵 및 호흡기학회] 건강한 숨, 행복한 삶","https://vling.net/channel/UCNEe0b1NWaZeYXyg238v0lg","16600","935"
"예서니까","https://vling.net/channel/UCgIjEp8G3-NVlboQuydlRvg","16700","2322"
"요가소년","https://vling.net/channel/UCkTRKCuFrRiXQm_gMG1uDvg","506000","15127"
"닥터프렌즈","https://vling.net/channel/UCVfLNEch9YxD4tX1L-crkMQ","1420000","108134"
"뇌를 넘어서","https://vling.net/channel/UCmZidjvCGD4sOaQTuWLPN3g","15100","4351"
"히써니데이 Heesunny Day","https://vling.net/channel/UCbvVFf6f1NjAj2ItRlCnMEA","111000","74513"
"브레이너 제이의 숙면 여행","https://vling.net/channel/UC5jSCU8FpKGr8P5Z-p-70lw","796000","64921"
"이슈왔당","https://vling.net/channel/UCYraWJcpDCC8AAunseHbJcQ","20800","2146"
"닥터장 채널","https://vling.net/channel/UCxwcZvx0ydoH1Xr-Vk3QNjQ","29300","778"
"진약사톡","https://vling.net/channel/UCxA3KmxmYj6arNJJ4N8mJpA","393000","22658"
"오체안 TV","https://vling.net/channel/UC_2YuQN8sl7yFBj9BN-BVYQ","12700","6486"
"당뇨스쿨","https://vling.net/channel/UCZcVBt_bK384j_0iW1ARQtQ","267000","32968"
"한입건강","https://vling.net/channel/UCevBKgl8-nLrSfW59s92xcQ","212000","924"
"유어리아 your ria","https://vling.net/channel/UC9KoN-Yb1swVddjsezLegxA","15000","186"
"동아제약 OFFICIAL","https://vling.net/channel/UCCMDP4zxreqQ3v5BAYK6KRg","42000","1399586"
"건강생활","https://vling.net/channel/UCeae_8zNL3z0iDOZyIpAskA","234000","27683"
"시니어 활력소","https://vling.net/channel/UC9v4OXZQEabcGzqfImbITpA","16000","60"
"테리기자가 만난 베스트닥터","https://vling.net/channel/UC9UIlMm5Yk-ZDJIdTzoVYvg","14300","488"
"비만탈출 연구소 - 다이어트 가이드","https://vling.net/channel/UCCkj5yY_oT24IXyBtkMUKUA","319000","7883"
"사랑과 생명","https://vling.net/channel/UC21OCqYEvXVbYf_n0pwlatQ","43000","465"
"줌마Hip","https://vling.net/channel/UCvETlb8vZ6c79ehLctLJIbg","15000","1230"
"민쓰운초 Min's","https://vling.net/channel/UCKO29oHODNoM9uAtjk4VlTg","422000","3129"
"Time Medic (타임메딕)","https://vling.net/channel/UCYqdIlpFlB6uh_cpIYgo85g","37400","81"
"닥터 코뿔소 Dr. Rhino","https://vling.net/channel/UC92kH-aQbWRSLW2fhYwlSEg","39900","9577"
"정신건강의 숲 TV","https://vling.net/channel/UCsy_6x53CNBqdB3hMl9i_FQ","13500","725"
"몸이 예슬이야","https://vling.net/channel/UClGkQjxyUlq1trn9TlfQF4g","14700","4155"
"올라운더 장박사 ","https://vling.net/channel/UCEu0i8clLZcIIREJTa3HfEA","70100","12293"
"Inner Healing Music","https://vling.net/channel/UCEoZf-AWt-L9m3pPEK6ywzA","14000","32"
"닥터힐러 최준하","https://vling.net/channel/UCMc61QsqMMWWajw7m9kZtFg","21500","19161"
"심밧드","https://vling.net/channel/UClyYfaJWHdCcZyg7fKFui-A","18200","4291"
"퀴즈백화점","https://vling.net/channel/UCVV33htEnK3wdDLo8nmnLVA","27100","524"
"생활특성","https://vling.net/channel/UCmqDKYGQw0h9XYGaRbUuy7g","20600","2540"
"뉴스타트 박학근tv","https://vling.net/channel/UCGFPgroNdTYwy2j3KH5w14A","12200","239"
"지혜의 편지","https://vling.net/channel/UCgk2IenDMIf53j-6WJB0Usg","57600","3020"
"무조건당신편","https://vling.net/channel/UCTp5fJVTDuFmf_dVfIMF7Nw","417000","64299"
"지금 명의","https://vling.net/channel/UCgGns5mTguUQYAZvVZ-wWpg","53500","34086"
"의사가 말하는 건강","https://vling.net/channel/UC5_R-HyIVAbvssbBvEQntUQ","42000","5816"
"스무디 다이어트 | 해독 장선생의 건강 루틴","https://vling.net/channel/UCDkbjIaqkEAQugZcWo4O_DA","15800","23557"
"건강백세뉴스","https://vling.net/channel/UC4XSoDFDKr8GOLtIOs1RW-Q","21000","7497"
"건강 스케치","https://vling.net/channel/UCDGiDdclwBxH0xWWSIyA4zA","282000","13576"
"일타퀴즈 표선생","https://vling.net/channel/UCg5Aq9v1veNYHA87l7I7PRg","13600","672"
"건강 똑소리","https://vling.net/channel/UC_ZpSj2WGAEg_BnD1UpOUgw","389000","12252"
"건강백세TV","https://vling.net/channel/UCtu0acuC9eJeonExvLdybRw","98100","10933"
"박민수박사","https://vling.net/channel/UCc-6X3Z4msYR9Qt1vF4XH2g","574000","5265"
"Mellow Night","https://vling.net/channel/UCv3nPc6ezhkU2ydrSljiXHQ","14100","130"
"당뇨병의 정석","https://vling.net/channel/UCsVB1GWF-NH-RTxJax8XA_Q","181000","3804"
"약초로 백세","https://vling.net/channel/UCC-eABUxQLWErgabW-IM0nQ","38800","356"
"여네모","https://vling.net/channel/UC2ay36g9UbHyVHs4goETc8w","57700","10924"
"지혜로운 동행","https://vling.net/channel/UCktVWoECIiq_1o2dyUwG2Qg","126000","5514"
"소우주한방병원","https://vling.net/channel/UCfkI7-mN-3N2KFy88ddxfvA","10500","467"
"서울예스병원","https://vling.net/channel/UCuIbvJLil8H5v-lGw5OIZbQ","21800","5653"
"낭만호구","https://vling.net/channel/UChKuP7Iw0bLekMRr4skZPuA","162000","8700"
"슬기로운 일상","https://vling.net/channel/UCeDdpKwew8y5xK7mrWNtV4A","21800","417"
