video_id,channel_id,channel_name,target_age,published_at,duration_sec,thumbnail_path
xMdYvGj0U8I,UC9aBr3lDxrgYuzOCx7CUbxA,소중한내인생,65+,2026-03-21T10:45:11Z,2201,thumbnails/소중한내인생/xMdYvGj0U8I.jpg
Mey-_5hGicA,UC9aBr3lDxrgYuzOCx7CUbxA,소중한내인생,65+,2026-03-18T10:45:06Z,2696,thumbnails/소중한내인생/Mey-_5hGicA.jpg
PayQzvNknBU,UC9aBr3lDxrgYuzOCx7CUbxA,소중한내인생,65+,2026-03-16T11:35:42Z,2123,thumbnails/소중한내인생/PayQzvNknBU.jpg
1Xoo3JnhboU,UC9aBr3lDxrgYuzOCx7CUbxA,소중한내인생,65+,2026-03-15T10:45:00Z,2281,thumbnails/소중한내인생/1Xoo3JnhboU.jpg
tgi86Rbn3OM,UCHhtRT2BHQvgIuxpuKiSLkw,시니어시니어!,65+,2026-03-20T09:57:03Z,732,thumbnails/시니어시니어/tgi86Rbn3OM.jpg
krvt8yfNu-Y,UCHhtRT2BHQvgIuxpuKiSLkw,시니어시니어!,65+,2026-03-16T05:35:47Z,1225,thumbnails/시니어시니어/krvt8yfNu-Y.jpg
C6E0dOKsvSs,UCzDs6GlAZsYlGbd_OUBdjmA,건강지식TV,65+,2026-03-17T09:04:12Z,,thumbnails/건강지식TV/C6E0dOKsvSs.jpg
vMxYEgF51nY,UCzDs6GlAZsYlGbd_OUBdjmA,건강지식TV,65+,2026-03-23T01:09:52Z,42901,thumbnails/건강지식TV/vMxYEgF51nY.jpg
FQAP7ZqNHK8,UCzDs6GlAZsYlGbd_OUBdjmA,건강지식TV,65+,2026-03-22T03:17:12Z,42900,thumbnails/건강지식TV/FQAP7ZqNHK8.jpg
5Mnb_Hfjkk0,UCzDs6GlAZsYlGbd_OUBdjmA,건강지식TV,65+,2026-03-21T02:05:47Z,42901,thumbnails/건강지식TV/5Mnb_Hfjkk0.jpg
cm8j-wX7QoU,UC9IdV7zIlIXm8UXU2JH7pSg,백세친구,65+,2026-03-19T00:30:41Z,1435,thumbnails/백세친구/cm8j-wX7QoU.jpg
h6mzRVDFfZE,UC9IdV7zIlIXm8UXU2JH7pSg,백세친구,65+,2026-03-17T00:30:42Z,1469,thumbnails/백세친구/h6mzRVDFfZE.jpg
H7ifyytAWCw,UC9IdV7zIlIXm8UXU2JH7pSg,백세친구,65+,2026-03-15T00:30:16Z,1369,thumbnails/백세친구/H7ifyytAWCw.jpg
x2f9JsXxUQc,UC9IdV7zIlIXm8UXU2JH7pSg,백세친구,65+,2026-03-12T00:31:01Z,1555,thumbnails/백세친구/x2f9JsXxUQc.jpg
